Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Telemetry Event	biyhq	Medium	SendEvent {"EventName":"Office.Experimentation.EarlyLoadEcsConfig","Flags":28147506277843201,"InternalSequenceNumber":4,"Time":"2024-07-30T21:26:13.866Z","AriaTenantToken":"e6e58d16cfb94942b795b4918258153a-765be17b-66ea-435e-8b55-5a128f3decd3-6873","Contract":"Office.System.Activity","Activity.CV":"8seV8xkthUiXwwWL+hrgrQ.3","Activity.Duration":9267,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"ErrorState"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	PerfScenario	a1dqj	Medium	Turning On PerfScenarios in PerfScenario initialization	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	DocsUI	dc26n	Medium	[SceneDelegate] New scene connection {"Scene":"0x11190fb60"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	DispatchQueue	bgpbr	Medium	UnderlyingTimerTable::Init: 0	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	6pl8p	Medium	[OneAuth] IsOneAuthFGOverridden {"SetTo":"N/A"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Telemetry Event	biyhq	Medium	SendEvent {"EventName":"Office.Identity.OneAuthDisableReason","Flags":28147523457712385,"InternalSequenceNumber":5,"Time":"2024-07-30T21:26:13.898Z","AriaTenantToken":"5c65bbc4edbf480d9637ace04d62bd98-12844893-8ab9-4dde-b850-5612cb12e0f2-7822","Data.Reason":129}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	bhz5s	Medium	First time init of IdentityLiblet	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuuf	Medium	[IdentityManager] OfflineInit {"Message":"IdentityManager Offline Init."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awut9	Medium	[Authentication] IsCustomEnv {"Message":"Service is NOT using custom environment."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuuj	Medium	[IdentityManager] SetOneDriveServiceFallbackUrls {"Message":"Using Production Environment for OneDrive."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuuk	Medium	[IdentityManager] LoadAndValidateCachedIdentities {"Message":"Reading persisted identities.","Size":0}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	83odl	Medium	[IdentityManager] LoadAndValidateCachedIdentities {"Message":"Reading OneAuth identities."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity SignIn	4803c	Medium	Verbose log enabled	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[OneAuth:0003:Info:48bf5:00000000] MATS DeviceProfileTelemetryId: 60B89894-272D-46CC-8B8A-54781111DEC8","IsError":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[OneAuth:0003:Info:48a0s:00000000] MATS device telemetry disabled.","IsError":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[OneAuth:0003:Info:8mqsd:ddcede52] OneAuth Version 2.4.1 (com.microsoft.Office)","IsError":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[OneAuth:0003:Info:9zj7z:ddcede52] Language code 'ar-SA' is not supported, fall back to 'ar'","IsError":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Telemetry Event	biyhq	Medium	SendEvent {"EventName":"Office.Identity.IsDeviceSetUpForSharedMode","Flags":28147540637630209,"InternalSequenceNumber":6,"Time":"2024-07-30T21:26:13.902Z","AriaTenantToken":"5c65bbc4edbf480d9637ace04d62bd98-12844893-8ab9-4dde-b850-5612cb12e0f2-7822","Data.IsSharedDevice":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4pr99	Medium	Shared Device Mode State {"IsDeviceInSDMMode":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4pr99	Medium	Shared Device Mode State {"IsDeviceInSDMMode":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[OneAuth:0003:Info:9zkg3:ff000000] [work]-[MOAStoreBase readItemsWithLabel:] SecItemCopyMatching status=0 ","IsError":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	buoed	Medium	[IdentityManager] SignIn {"Message":"SignIn start"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu0	Medium	[IdentityManager] SignIn {"Message":"Persist and sign in type for user.","IsPersisted":true,"SignInType":"OfflineInit"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu2	Medium	[IdentityManager] SignIn {"Message":"Creating new identity"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	c4c7v	Medium	[BaseIdentity] SignInWithCredentials {"Message":"Cleared the m_currentTicketRequestErrors."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	iavoq	Medium	[IdentityManager] SignIn {"Message":"Success with provider","IdentityTelemetryId":"00000000-0000-0000-B09A-7CD416EC0629","IdentityProvider":"LiveId","IdentityProviderEnum":1}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	85k26	Monitorable	[OneAuthIdentity] SetIsPersisted {"Message":"Function call not required."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	buoed	Medium	[IdentityManager] SignIn {"Message":"SignIn start"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu0	Medium	[IdentityManager] SignIn {"Message":"Persist and sign in type for user.","IsPersisted":true,"SignInType":"OfflineInit"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu2	Medium	[IdentityManager] SignIn {"Message":"Creating new identity"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	c4c7v	Medium	[BaseIdentity] SignInWithCredentials {"Message":"Cleared the m_currentTicketRequestErrors."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	iavoq	Medium	[IdentityManager] SignIn {"Message":"Success with provider","IdentityTelemetryId":"00000000-0000-0000-7FF2-A82AFB567877","IdentityProvider":"LiveId","IdentityProviderEnum":1}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	85k26	Monitorable	[OneAuthIdentity] SetIsPersisted {"Message":"Function call not required."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Telemetry Event	biyhq	Medium	SendEvent {"EventName":"Office.Identity.OneAuthLoadAccounts","Flags":28147523457712385,"InternalSequenceNumber":7,"Time":"2024-07-30T21:26:13.907Z","AriaTenantToken":"5c65bbc4edbf480d9637ace04d62bd98-12844893-8ab9-4dde-b850-5612cb12e0f2-7822","Contract":"Office.System.Activity","Activity.CV":"8seV8xkthUiXwwWL+hrgrQ.4.1","Activity.Duration":5517,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.OnlyLoadNew":false,"Data.IsSDMMode":false,"Data.AccountsMissingEssentialMetadata":0,"Data.BlockedBySignInPolicy":0,"Data.DisassociatedAccounts":0,"Data.AlreadySignedInToOffice":0,"Data.PreviouslySignedOutOfOfficeWAM":0,"Data.AddedToOffice":2,"Data.NewlyAssociatedAccounts":0,"Data.SubsequentAccountsWithSameDomain":0}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	dfqeg	Medium	Starting IdentityManager background tasks	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Liblet EnterpriseDataProtection actions	48ayn	Medium	RegisterCallbacks - Registering Edp Identity Callbacks	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4u2o4	Medium	IdentityManager::RegisterIdentityManagerCallback {"Message":"Registering IdentityManagerCallback with callertag","CallerTag":508674975}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4uypw	Medium	AddCallback: adding the callback with callertag {"CallerTag":508674975}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuug	Medium	[IdentityManager] CreateProfileManagerIfNeeded {"Message":"Initializing Profiles."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu4	Medium	[IdentityManager] ReloadIdentities {"Message":"Reloading identities for identity provider.","IdentityProvider":"SSPI","LibraryType":0}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity SharedCred Client	a9iej	Medium	[SharedCred] LoadAllCreds {"Message":"Loading stored credentials for prefix.","CredType":"SSPI:"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	48h31	Medium	[ProfileManager] ReadProfiles {"Message":"Reading persisted profile."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	b14bh	Medium	[ProfileManager] OnIdentitySignIn {"Message":"Identity SignIn, currently active for type.","IdentityMetadata_IdentityErrorState":"Valid","IdentityMetadata_IdentityProviderType":"LiveId","IdentityMetadata_IsPersisted":false,"IdentityMetadata_IsSignedOut":false,"IdentityMetadata_UniqueId":"00000000-0000-0000-B09A-7CD416EC0629","IdentityMetadata_LibraryType":"OneAuth","SignInType":"OfflineInit","Profile":"00000000-0000-0000-0000-000000000000"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuwc	Medium	[OfficeProfile] OfficeProfile {"Message":"Constructing Office Profile.","IdentityMetadata_IdentityErrorState":"Valid","IdentityMetadata_IdentityProviderType":"LiveId","IdentityMetadata_IsPersisted":false,"IdentityMetadata_IsSignedOut":false,"IdentityMetadata_UniqueId":"00000000-0000-0000-B09A-7CD416EC0629","IdentityMetadata_LibraryType":"OneAuth","LastSwitchTime":"2024-07-26T03:23:16.000Z"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	a2oud	Medium	[OfficeProfile] OnIdentitySignIn {"Message":"Profile sign in","Profile":"00000000-0000-0000-B09A-7CD416EC0629","SignInType":"OfflineInit"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	48h31	Medium	[ProfileManager] ReadProfiles {"Message":"Reading persisted profile."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	b14bh	Medium	[ProfileManager] OnIdentitySignIn {"Message":"Identity SignIn, currently active for type.","IdentityMetadata_IdentityErrorState":"Valid","IdentityMetadata_IdentityProviderType":"LiveId","IdentityMetadata_IsPersisted":false,"IdentityMetadata_IsSignedOut":false,"IdentityMetadata_UniqueId":"00000000-0000-0000-7FF2-A82AFB567877","IdentityMetadata_LibraryType":"OneAuth","SignInType":"OfflineInit","Profile":"00000000-0000-0000-B09A-7CD416EC0629"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuwc	Medium	[OfficeProfile] OfficeProfile {"Message":"Constructing Office Profile.","IdentityMetadata_IdentityErrorState":"Valid","IdentityMetadata_IdentityProviderType":"LiveId","IdentityMetadata_IsPersisted":false,"IdentityMetadata_IsSignedOut":false,"IdentityMetadata_UniqueId":"00000000-0000-0000-7FF2-A82AFB567877","IdentityMetadata_LibraryType":"OneAuth","LastSwitchTime":"2024-07-26T03:23:32.000Z"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	a2oud	Medium	[OfficeProfile] OnIdentitySignIn {"Message":"Profile sign in","Profile":"00000000-0000-0000-7FF2-A82AFB567877","SignInType":"OfflineInit"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4vaak	Medium	IdentityManager::RegisterIdentityChangedCallback {"Message":"Registering identity changed callback with callertag","CallerTag":508821515}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4uypw	Medium	AddCallback: adding the callback with callertag {"CallerTag":508821515}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	DocsUI	9uv79	Medium	[AppNavigation][NavController] Push view controller {"Window":"0x0","ViewController":"0x11192d7c0","ViewControllerClass":"SubUISplashScreenBackgroundViewController","Animated":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	IdentityAuthenticationCredStore	awu06	Medium	[COfficeCredStore] InitInstance {"Message":"InitInstance succeeded!"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu7	Medium	[IdentityManager] ReloadIdentities {"Message":"IdentityProvider has 0 identities."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity SharedCred Client	a9iej	Medium	[SharedCred] LoadAllCreds {"Message":"Loading stored credentials for prefix.","CredType":"ADAL:"}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	IdentityADALClient	a0kaz	Medium	[ADALLibrary] InitIdentities {"Message":"Initializing ADAL identities."}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	bx8n0	Monitorable	Getting active profile before background tasks are complete	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Netcost	6lukv	Medium	Stored early connectivity event listener.	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Netcost	6lukz	Medium	Stored early netcost event listener.	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity SignIn	483zo	Medium	Verbose & PII log enabled 	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	bx8n0	Monitorable	Getting active profile before background tasks are complete	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu4	Medium	[IdentityManager] ReloadIdentities {"Message":"Reloading identities for identity provider.","IdentityProvider":"ADAL","LibraryType":0}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	awuu6	Medium	[IdentityManager] ReloadIdentities {"Message":"Skipping initialization of identities from creds for provider.","IdentityProvider":"ADAL","LibraryType":0}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4u2o4	Medium	IdentityManager::RegisterIdentityManagerCallback {"Message":"Registering IdentityManagerCallback with callertag","CallerTag":508675014}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4uypw	Medium	AddCallback: adding the callback with callertag {"CallerTag":508675014}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity SignIn	4pk98	Medium	No AADClientCapabilities	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Identity Authentication Client	4pr99	Medium	Shared Device Mode State {"IsDeviceInSDMMode":false}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Telemetry Event	biyhq	Medium	SendEvent {"EventName":"Office.Diagnostics.Collector.CreateTraceCollector","Flags":28147514867777793,"InternalSequenceNumber":8,"Time":"2024-07-30T21:26:13.916Z","AriaTenantToken":"70ec13d4fa0b40e6a470b0d5aaf5a827-fcdb1fbe-527a-4cf5-b799-c18287fc6282-7371","Contract":"Office.System.Activity","Activity.CV":"8seV8xkthUiXwwWL+hrgrQ.6.1","Activity.Duration":767,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.InstanceName":"Primary","Data.BufferSize":1048576,"Data.MaxSizeOnDiskInBytes":83886080,"Data.MaxNumberOfFiles":10,"Data.MinFileSizeInBytes":1048576,"Data.MaxFileSizeInBytes":20971520}	
07/30/2024 21:26:13.928	EXCEL (0x24FB)	0x6B77B000	Microsoft Excel	Telemetry Event	biyhq	Medium	SendEvent {"EventName":"Office.Diagnostics.Collector.CreateTraceCollector","Flags":28147514867777793,"InternalSequenceNumber":9,"Time":"2024-07-30T21:26:13.916Z","AriaTenantToken":"70ec13d4fa0b40e6a470b0d5aaf5a827-fcdb1fbe-527a-4cf5-b799-c18287fc6282-7371","Contract":"Office.System.Activity","Activity.CV":"8seV8xkthUiXwwWL+hrgrQ.6.2","Activity.Duration":9,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":false,"Data.InstanceName":"Additional","Data.Error":1}	
